ダウンロードした時刻：2023/06/17 23:13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,藤原,藤原,藤原,みなかみ,みなかみ,みなかみ,沼田,沼田,沼田,中之条,中之条,中之条,草津,草津,草津,田代,田代,田代,上里見,上里見,上里見,西野牧,西野牧,西野牧,前橋,前橋,前橋,桐生,桐生,桐生,伊勢崎,伊勢崎,伊勢崎,館林,館林,館林,神流,神流,神流
年月,平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃)
,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号
Apr-00,4.7,8,1,6.4,8,1,9.2,8,1,9.6,8,1,4.4,8,1,4.4,8,1,11.9,8,1,10.1,8,1,12.6,8,1,12.5,8,1,12.9,8,2,13.3,8,1,9.8,8,1
May-00,12.9,8,1,14.2,8,1,16.3,8,1,16.7,8,1,11.7,8,1,11.6,8,1,18,8,1,16.5,8,1,18.7,8,1,18.1,8,1,19.1,8,2,19.1,8,1,16.2,8,1
Jun-00,17,8,1,17.8,8,1,19.7,8,1,19.9,8,1,15.1,8,1,15,8,1,21.2,8,1,19.6,8,1,21.8,8,1,21.2,8,1,22.2,8,2,22.2,8,1,19.3,8,1
Jul-00,21.1,8,1,22.2,8,1,24.3,8,1,24.5,8,1,19.6,8,1,19.7,8,1,25.8,8,1,24,8,1,26.7,8,1,25.9,8,1,27.2,8,2,27.1,8,1,23.3,8,1
Aug-00,22.3,8,1,23.2,8,1,25.2,8,1,25.4,8,1,20,8,1,20,8,1,26.6,8,1,24.6,8,1,27.3,8,1,26.3,8,1,27.7,8,2,27.7,8,1,23.9,8,1
Sep-00,18.2,8,1,19.1,8,1,20.8,8,1,21.1,8,1,16,8,1,16,8,1,22.4,8,1,20.8,8,1,23.3,8,1,22.8,8,1,23.9,8,2,24.1,8,1,20.2,8,1
Oct-00,11.7,8,1,12.5,8,1,14,8,1,14.2,8,1,9.8,8,1,9.6,8,1,15.8,8,1,14.3,8,1,16.7,8,1,16,8,1,17.2,8,2,17.2,8,1,13.8,8,1
Nov-00,5.8,8,1,6.7,8,1,7.8,8,1,8.1,8,1,4.5,8,1,3.9,8,1,9.9,8,1,8.4,8,1,10.8,8,1,10.4,8,1,11.2,8,2,11.3,8,1,8,8,1
Dec-00,-0.4,8,1,0.7,8,1,2.1,8,1,2.6,8,1,-1.4,8,1,-1.6,8,1,4.7,8,1,3.4,8,1,5.8,8,1,5.2,8,1,6,8,2,6,8,1,2.5,8,1
Jan-01,-3.7,8,1,-2.7,8,1,-1.6,5,1,-1.1,8,1,-5.9,8,1,-6.2,8,1,1.1,8,1,-0.2,8,1,2.1,8,1,1.7,8,1,2.5,8,2,2.5,8,1,-0.7,8,1
Feb-01,-2.8,8,1,-1.7,8,1,0.2,8,1,0.9,8,1,-3.9,8,1,-4.3,8,1,3.1,8,1,1.3,8,1,4.2,8,1,3.6,8,1,4.3,8,2,4.4,8,1,1,8,1
Mar-01,0.2,8,1,1.3,8,1,3.8,8,1,4.4,8,1,-0.8,8,1,-1,8,1,6.6,8,1,5,8,1,7.6,8,1,7.3,8,1,7.8,8,2,8.1,8,1,4.6,8,1
Apr-01,6.5,8,1,8.4,8,1,10.9,8,1,11.1,8,1,6.5,8,1,6.2,8,1,13.1,8,1,11.3,8,1,14.2,8,1,13.6,8,1,14.2,8,2,14.5,8,1,10.7,8,1
May-01,13.5,8,1,14.5,8,1,16.5,8,1,16.6,8,1,11.8,8,1,11.7,8,1,18.1,8,1,16.3,8,1,19,8,1,18.3,8,1,19.2,8,2,19,8,1,15.8,8,1
Jun-01,17.2,8,1,18,8,1,19.9,8,1,20.1,8,1,15.3,8,1,15.5,8,1,21.3,8,1,19.6,8,1,22.2,8,1,21.6,8,1,22.5,8,2,22.6,8,1,19.3,8,1
Jul-01,22.3,8,1,23.5,8,1,25.8,8,1,25.9,8,1,20.6,8,1,21,8,1,27.3,8,1,25.6,8,1,28.2,8,1,27,8,1,28.5,8,2,28.4,8,1,24.8,8,1
Aug-01,21,8,1,21.7,5,1,23.3,8,1,23.5,8,1,18.4,8,1,18.7,8,1,24.5,8,1,23,8,1,25.2,8,1,24.7,8,1,25.7,8,2,25.6,8,1,22.6,8,1
Sep-01,17.1,8,1,18.2,8,1,19.6,8,1,19.8,8,1,14.7,8,1,14.6,8,1,21,8,1,19.4,8,1,21.9,8,1,21.2,8,1,22.2,8,2,22.3,8,1,18.7,8,1
Oct-01,10.9,8,1,12.1,8,1,13.1,8,1,13.3,8,1,9.3,8,1,8.7,8,1,15.3,8,1,13.4,8,1,16.2,8,1,15.9,8,1,16.6,8,2,16.8,8,1,12.8,8,1
Nov-01,4.8,8,1,6.2,8,1,7.1,8,1,7.3,8,1,3.5,8,1,2.8,8,1,9.6,8,1,7.4,8,1,10.8,8,1,10.1,8,1,10.9,8,2,10.5,8,1,6.4,8,1
Dec-01,-0.7,8,1,0.6,8,1,1.6,8,1,2.2,8,1,-2.5,8,1,-2.7,8,1,4.3,8,1,2.8,8,1,5.5,8,1,5.1,8,1,5.9,8,2,5.8,8,1,2.2,8,1
Jan-02,-1.4,8,1,-0.3,8,1,0.9,8,1,1.3,8,1,-3.3,8,1,-3.7,8,1,3.5,8,1,2.1,8,1,4.6,8,1,4.3,8,1,4.9,8,2,5,8,1,1.1,8,1
Feb-02,-1.4,8,1,0.1,8,1,1.8,8,1,2.3,8,1,-2.9,8,1,-3.2,8,1,4.4,8,1,2.7,8,1,5.4,8,1,5.4,8,1,5.7,8,2,6.2,8,1,2.2,8,1
Mar-02,2.1,8,1,3.7,8,1,5.9,8,1,6.6,8,1,1.7,8,1,1.6,8,1,9,8,1,7.5,8,1,9.6,8,1,9.6,8,1,10,8,2,10.6,8,1,7,8,1
Apr-02,8.2,8,1,10.2,8,1,11.7,8,1,11.9,8,1,7.5,8,1,7.5,8,1,13.7,8,1,12.1,8,1,14.5,8,1,14.3,8,1,14.7,8,2,15.2,8,1,11.8,8,1
May-02,12.5,8,1,13.5,8,1,15.1,8,1,15.3,8,1,10.7,8,1,10.7,8,1,16.8,8,1,15.1,8,1,17.5,8,1,17,8,1,17.9,8,2,17.8,8,1,14.7,8,1
Jun-02,16.1,8,1,17.1,8,1,18.6,8,1,18.8,8,1,14,8,1,14.1,8,1,20.1,8,1,18.5,8,1,20.6,8,1,20.3,8,1,21.1,8,2,21.2,8,1,18.2,8,1
Jul-02,22,8,1,23.1,8,1,25,8,1,25.1,8,1,20.2,8,1,20.7,8,1,26.2,8,1,24.5,8,1,27,8,1,26.4,8,1,27.4,8,2,27.5,8,1,24.2,8,1
Aug-02,21.5,8,1,22.8,8,1,24.9,8,1,25,8,1,19.7,8,1,19.8,8,1,26.2,8,1,24.4,8,1,27,8,1,26.8,8,1,27.6,8,2,27.7,8,1,23.9,8,1
Sep-02,16.7,8,1,17.8,8,1,19.1,8,1,19.4,8,1,14.4,8,1,14.3,8,1,20.7,8,1,19.1,8,1,21.5,8,1,21.3,8,1,22.1,8,2,22.2,8,1,18.6,8,1
Oct-02,11.1,8,1,12.4,8,1,13.7,8,1,13.8,8,1,9.5,8,1,9.2,8,1,15.7,8,1,13.7,8,1,16.7,8,1,16.5,8,1,17.2,8,2,17.4,8,1,13.5,8,1
Nov-02,1.9,8,1,3.4,8,1,5,8,1,5.6,8,1,1.5,8,1,1.2,8,1,7.5,8,1,6,8,1,8.6,8,1,8.3,8,1,8.9,8,2,9.1,8,1,5.2,8,1
Dec-02,-0.2,8,1,1,8,1,1.6,8,1,2,8,1,-1.9,8,1,-2.4,8,1,3.7,8,1,2.1,8,1,4.7,8,1,4.1,8,1,4.8,8,2,4.7,8,1,1.4,8,1
Jan-03,-3,8,1,-1.8,8,1,-0.9,8,1,-0.3,8,1,-5.1,8,1,-5.7,8,1,2,8,1,0.2,8,1,2.9,8,1,2.5,8,1,3.2,8,2,3.1,8,1,-0.6,8,1
Feb-03,-1.9,8,1,-0.5,8,1,0.6,8,1,1.2,8,1,-3.9,8,1,-4.5,8,1,3.5,8,1,1.9,8,1,4.3,8,1,4,8,1,4.6,8,2,4.7,8,1,1.4,8,1
Mar-03,-0.1,8,1,1.2,8,1,3,8,1,3.4,8,1,-2.1,8,1,-2.4,8,1,5.6,8,1,3.9,8,1,6.4,8,1,6.4,8,1,6.8,8,2,7.3,8,1,3.7,8,1
Apr-03,6.7,8,1,8.7,8,1,10.7,8,1,11.1,8,1,6.5,8,1,6.4,8,1,12.8,8,1,11.3,8,1,13.4,8,1,13.2,8,1,13.7,8,2,14.1,8,1,10.8,8,1
May-03,13.4,8,1,14.5,8,1,15.8,8,1,16.1,8,1,11.1,8,1,10.9,8,1,17.4,8,1,15.6,8,1,18.1,8,1,17.5,8,1,18.3,8,2,18.5,8,1,15.3,8,1
Jun-03,17.4,8,1,18.5,8,1,20.1,8,1,20.3,8,1,15.2,8,1,15.3,8,1,21.6,8,1,19.9,8,1,22.5,8,1,22.1,8,1,22.9,8,2,22.8,8,1,19.4,8,1
Jul-03,18.6,8,1,19.2,8,1,20.5,8,1,20.8,8,1,15.8,8,1,16,8,1,21.5,8,1,20.2,8,1,22,8,1,21.6,8,1,22.9,8,2,22.3,8,1,19.8,8,1
Aug-03,20.9,8,1,21.9,8,1,23.3,8,1,23.5,8,1,18.7,8,1,19.1,8,1,24.5,8,1,23,8,1,25.1,8,1,24.4,8,1,25.7,8,2,25.6,8,1,22.3,8,1
Sep-03,17.9,8,1,19,8,1,20.5,8,1,20.8,8,1,15.8,8,1,16.1,8,1,22.1,8,1,20.6,8,1,22.8,8,1,22.5,8,1,23.3,8,2,23.4,8,1,19.9,8,1
Oct-03,10.4,8,1,11.5,8,1,12.7,8,1,12.7,8,1,8.2,8,1,7.9,8,1,14.6,8,1,12.9,8,1,15.6,8,1,15.3,8,1,16.1,8,2,16.3,8,1,12.2,8,1
Nov-03,7.9,8,1,8.9,8,1,9.7,8,1,10.1,8,1,6.2,8,1,5.8,8,1,11.7,8,1,10.2,8,1,12.5,8,1,12.2,8,1,12.8,8,2,12.9,8,1,9.4,8,1
Dec-03,1.1,8,1,2.1,8,1,2.6,8,1,2.7,8,1,-1.1,8,1,-1.5,8,1,5.3,8,1,3.9,8,1,6.3,8,1,6.1,8,1,6.8,8,2,6.7,8,1,3.2,8,1
Jan-04,-3,8,1,-1.7,8,1,-0.3,8,1,0.4,8,1,-4.9,8,1,-5.5,8,1,2.5,8,1,0.7,8,1,3.7,8,1,3.4,8,1,3.9,8,2,4.2,8,1,0.3,8,1
Feb-04,-0.9,8,1,0.4,8,1,1.9,8,1,2.5,8,1,-2.3,8,1,-2.4,8,1,4.8,8,1,3.2,8,1,5.8,8,1,5.4,8,1,6,8,2,6.2,8,1,2.6,8,1
Mar-04,0.7,8,1,2.3,8,1,4.2,8,1,4.8,8,1,-0.2,8,1,-0.3,8,1,7.1,8,1,5.3,8,1,7.8,8,1,7.6,8,1,8,8,2,8.6,8,1,5,8,1
Apr-04,7.5,8,1,9.6,8,1,11.4,8,1,11.6,8,1,7.4,8,1,7.3,8,1,14,8,1,12.2,8,1,14.7,8,1,14.6,8,1,15,8,2,15.4,8,1,12.1,8,1
May-04,13.5,8,1,14.5,8,1,16.1,8,1,16.5,8,1,12,8,1,12.1,8,1,18,8,1,16.2,8,1,18.6,8,1,18.2,8,1,19,8,2,19,8,1,16.1,8,1
Jun-04,18,8,1,19,8,1,20.7,8,1,20.9,8,1,16.2,8,1,16.2,8,1,22.4,8,1,20.5,8,1,23,8,1,22.4,8,1,23.5,8,2,23.6,8,1,20.1,8,1
Jul-04,21.7,8,1,23,8,1,25.1,8,1,25.5,8,1,20,8,1,20.2,8,1,26.8,8,1,25.2,8,1,27.8,8,1,27.2,8,1,28.2,8,2,28.2,8,1,24.7,8,1
Aug-04,20.3,8,1,21.5,8,1,23.5,8,1,23.8,8,1,18.5,8,1,18.6,8,1,24.9,8,1,23.1,8,1,25.8,8,1,25.6,8,1,26.3,8,2,26.6,8,1,22.5,8,1
Sep-04,18.8,8,1,19.7,8,1,21.1,8,1,21.3,8,1,16.5,5,1,16.4,8,1,22.6,8,1,20.7,8,1,23.4,8,1,23.1,8,1,23.8,8,2,24.2,8,1,20.3,8,1
Oct-04,11.2,8,1,12.3,5,1,13.1,8,1,13.4,8,1,9.3,8,1,9,8,1,15.1,8,1,13.5,8,1,15.8,8,1,15.5,8,1,16.1,8,2,16.2,8,1,12.9,8,1
Nov-04,7.6,8,1,8.9,8,1,9.7,8,1,9.9,8,1,5.9,5,1,5.6,8,1,12.1,8,1,10.1,8,1,13.1,8,1,12.6,8,1,13.4,8,2,13.3,8,1,9.2,8,1
Dec-04,1.5,8,1,2.6,8,1,3.3,8,1,3.6,8,1,-0.1,8,1,-0.6,8,1,5.9,8,1,4.1,8,1,7,8,1,6.5,8,1,7.3,8,2,7.3,8,1,3.3,8,1
Jan-05,-2.9,8,1,-1.7,8,1,-1.1,8,1,0.2,8,1,-4.6,8,1,-4.9,8,1,2.4,8,1,0.8,8,1,3.1,8,1,2.9,8,1,3.5,8,2,3.6,8,1,-0.1,8,1
Feb-05,-2.8,8,1,-1.5,8,1,-0.4,8,1,0.8,8,1,-4.8,8,1,-5,8,1,3,8,1,1.5,8,1,3.4,8,1,3.4,8,1,3.9,8,2,4.3,8,1,1,8,1
Mar-05,-0.5,8,1,0.8,8,1,2.7,8,1,3.5,8,1,-1.5,8,1,-1.5,8,1,5.9,8,1,4.1,8,1,6.6,8,1,6.3,8,1,6.9,8,2,7.1,8,1,3.8,8,1
Apr-05,5.7,8,1,7.8,8,1,10.6,8,1,11.1,8,1,6.5,8,1,6.7,8,1,13.2,8,1,11.7,8,1,13.7,8,1,13.3,8,1,14,8,2,14.2,8,1,10.9,8,1
May-05,11.1,8,1,12.5,8,1,14.1,8,1,14.4,8,1,9.7,8,1,9.7,8,1,16.3,8,1,14.5,8,1,16.9,8,1,16.5,8,1,17.2,8,2,17.5,8,1,14,8,1
Jun-05,18.4,8,1,19.3,8,1,21.1,8,1,21.5,8,1,16.1,8,1,16.2,8,1,22.9,8,1,21.1,8,1,23.4,8,1,22.6,5,1,23.7,8,2,23.4,8,1,20.4,8,1
Jul-05,20.3,8,1,21.2,8,1,22.8,8,1,23.1,8,1,18.4,8,1,18.6,8,1,24.2,8,1,22.7,8,1,24.8,8,1,24.3,8,1,25.2,8,2,25.2,8,1,22,8,1
Aug-05,21.8,8,1,22.9,8,1,24.7,8,1,24.9,8,1,19.7,8,1,19.8,8,1,26.2,8,1,24.5,8,1,26.8,8,1,26.4,8,1,27.4,8,2,27.8,8,1,23.6,8,1
Sep-05,18.5,8,1,19.6,8,1,21.2,8,1,21.5,8,1,16.4,8,1,16.5,8,1,22.8,8,1,21.1,8,1,23.6,8,1,23,8,1,24,8,2,24.3,8,1,20.5,8,1
Oct-05,12.9,8,1,13.9,8,1,15,8,1,15.3,8,1,10.5,8,1,10.3,8,1,16.8,8,1,15.2,8,1,17.6,8,1,17.2,8,1,18.1,8,2,18.3,8,1,14.6,8,1
Nov-05,4.7,8,1,6,8,1,7,8,1,7.1,8,1,3.4,8,1,3,8,1,9.4,8,1,7.4,8,1,10.4,8,1,9.9,8,1,10.7,8,2,10.8,8,1,6.3,8,1
Dec-05,-2.7,8,1,-1.6,8,1,-1.1,8,1,-0.1,8,1,-5.1,8,1,-5.3,8,1,2.3,8,1,1,8,1,3.1,8,1,3,8,1,3.7,8,2,3.9,8,1,0.1,8,1
Jan-06,-3.8,8,1,-2.4,8,1,-1.4,8,1,-0.3,8,1,-5.3,8,1,-5.6,8,1,1.7,8,1,0.3,8,1,2.7,8,1,2.5,8,1,3,8,2,3.3,8,1,0,8,1
Feb-06,-1.4,8,1,-0.5,8,1,1,8,1,2,8,1,-2.8,8,1,-3,8,1,4.1,8,1,2.3,8,1,4.8,8,1,4.4,8,1,5,8,2,5.1,8,1,1.9,8,1
Mar-06,0.9,8,1,1.9,8,1,4,8,1,4.6,8,1,-0.9,8,1,-1.1,8,1,6.8,8,1,5.1,8,1,7.5,8,1,7.4,8,1,7.9,8,2,8.4,8,1,4.7,8,1
Apr-06,4.5,8,1,6.1,8,1,9,8,1,9.6,8,1,4.5,8,1,4.4,8,1,11.5,8,1,9.9,8,1,12.2,8,1,12.1,8,1,12.6,8,2,12.9,8,1,9.5,8,1
May-06,11.9,8,1,13.7,8,1,15.5,8,1,15.9,8,1,11.4,8,1,11.4,8,1,17.2,8,1,15.6,8,1,18,8,1,17.4,8,1,18.3,8,2,18.3,8,1,15.1,8,1
Jun-06,17.2,8,1,18.1,8,1,19.7,8,1,20,8,1,14.9,8,1,15,8,1,21.2,8,1,19.5,8,1,21.9,8,1,21.3,8,1,22.2,8,2,22.3,8,1,19,8,1
Jul-06,19.9,8,1,20.7,8,1,22.5,8,1,22.9,8,1,17.9,8,1,18.3,8,1,24.1,8,1,22.5,8,1,24.7,8,1,24,8,1,25.1,8,2,25.1,8,1,22,8,1
Aug-06,22.3,8,1,23.4,8,1,25,8,1,25.2,8,1,19.9,8,1,19.9,8,1,26.3,8,1,24.7,8,1,27.3,8,1,26.3,8,1,27.5,8,2,27.5,8,1,23.8,8,1
Sep-06,17.5,8,1,18.4,8,1,19.9,8,1,20.2,8,1,15,8,1,15,8,1,21.6,8,1,19.8,8,1,22.3,8,1,21.9,8,1,22.8,8,2,23,8,1,19,8,1
Oct-06,12.6,8,1,13.6,8,1,15.1,8,1,15.7,8,1,10.8,8,1,10.3,8,1,17.4,8,1,15.6,8,1,18.1,8,1,17.5,8,1,18.4,8,2,18.4,8,1,14.9,8,1
Nov-06,6.2,5,1,7.6,8,1,8.9,5,1,8.8,8,1,5,8,1,4.5,5,1,10.9,8,1,8.9,8,1,11.8,8,1,11.5,5,1,12.2,8,2,12.5,8,1,8.2,8,1
Dec-06,1,8,1,2.6,8,1,3.5,8,1,3.7,8,1,-0.5,8,1,-1.1,8,1,5.7,8,1,4,8,1,6.8,8,1,6.1,8,1,7,8,2,7.2,8,1,3.1,8,1
Jan-07,-1.2,8,1,0.3,8,1,1.4,8,1,1.6,8,1,-2.9,8,1,-3.3,8,1,3.7,8,1,2,8,1,4.9,8,1,4,8,1,5.2,8,2,5.3,5,1,1.2,8,1
Feb-07,-0.3,8,1,1.4,8,1,2.7,8,1,3,8,1,-1.8,8,1,-2,8,1,5.1,8,1,3.5,8,1,6.1,8,1,5.5,8,1,6.4,8,2,6.7,8,1,3,8,1
Mar-07,0.7,8,1,2.7,8,1,4.3,8,1,4.9,8,1,-0.4,8,1,-0.4,8,1,7.3,8,1,5.7,8,1,8.2,8,1,8.1,8,1,8.7,8,2,9.4,8,1,5.3,8,1
Apr-07,5.8,8,1,7.6,8,1,9.1,8,1,9.5,8,1,4.5,8,1,4.5,8,1,11.6,8,1,9.9,8,1,12.3,8,1,11.6,8,1,12.6,8,2,12.9,8,1,9.1,8,1
May-07,12.5,8,1,13.9,8,1,15.7,8,1,15.9,8,1,11.1,8,1,11,8,1,17.9,8,1,16.2,8,1,18.7,8,1,17.9,8,1,19.1,8,2,19.3,8,1,15.4,8,1
Jun-07,17.3,8,1,18.5,8,1,20.2,8,1,20.6,8,1,15,8,1,14.8,8,1,22,8,1,20,8,1,22.7,8,1,21.8,8,1,23,8,2,23.2,8,1,19.2,8,1
Jul-07,19.4,8,1,20.3,8,1,21.4,8,1,21.9,8,1,17,8,1,17.1,8,1,22.9,8,1,21.4,8,1,23.5,8,1,22.9,8,1,24,8,2,24,8,1,20.8,8,1
Aug-07,21.9,8,1,23.2,8,1,25.1,8,1,25.6,8,1,20.4,8,1,20.4,8,1,27,8,1,25.2,8,1,28,8,1,27.2,8,1,28.5,8,2,28.7,8,1,24.3,8,1
Sep-07,19.6,8,1,20.7,8,1,21.9,8,1,22.3,8,1,17.3,8,1,17.3,8,1,23.2,8,1,21.6,8,1,24.1,8,1,23.2,8,1,24.4,8,2,24.5,8,1,20.9,8,1
Oct-07,11.2,8,1,12.6,8,1,13.8,8,1,14.2,8,1,9.4,8,1,9.1,8,1,16,8,1,14.3,8,1,17.1,8,1,16,8,1,17.6,8,2,17.7,8,1,13.6,8,1
Nov-07,4.9,8,1,6.1,8,1,7.4,8,1,7.9,8,1,3.6,8,1,3.1,8,1,9.8,8,1,8.2,8,1,11,8,1,9.9,8,1,11.3,8,2,11.4,8,1,7.5,8,1
Dec-07,0.6,8,1,1.9,8,1,2.7,8,1,3.3,8,1,-0.7,8,1,-1,8,1,5.4,8,1,3.5,8,1,6.5,8,1,5.1,8,1,6.5,8,2,6.6,8,1,2.5,8,1
Jan-08,-2.4,8,1,-1,8,1,0.1,8,1,0.6,8,1,-4.5,8,1,-4.7,8,1,2.5,5,1,1.1,8,1,3.6,8,1,2.6,8,1,3.9,8,2,4,5,1,0.4,5,1
Feb-08,-3.9,8,1,-2.4,8,1,-1.1,8,1,-0.1,8,1,-5.9,8,1,-6.4,8,1,1.9,8,1,0.5,8,1,2.9,8,1,2,8,1,3.3,8,2,3.4,8,1,0.4,8,1
Mar-08,1.8,8,1,3.2,8,1,5.6,8,1,5.8,5,1,1,8,1,0.6,8,1,8.1,8,1,6.5,8,1,9,8,1,8.2,8,1,9.4,8,2,9.4,8,1,6.2,8,1
Apr-08,6.9,8,1,8.9,8,1,10.5,8,1,10.7,8,1,6.1,8,1,5.6,8,1,12.7,8,1,11.1,8,1,13.6,8,1,12.8,8,1,14,8,2,14.1,8,1,10.9,8,1
May-08,12.6,8,1,13.9,8,1,15.3,8,1,15.5,8,1,10.5,8,1,10.3,8,1,17.1,8,1,15.4,8,1,18,8,1,17.3,8,1,18.4,8,2,18.3,8,1,15.1,8,1
Jun-08,16.3,8,1,17.3,8,1,18.7,8,1,18.9,8,1,14,8,1,14,8,1,20.3,8,1,18.6,8,1,21.1,8,1,20.5,8,1,21.5,8,2,21.5,8,1,18.3,8,1
Jul-08,21.2,8,1,22.3,8,1,23.9,8,1,24.2,8,1,19.2,8,1,19.2,8,1,25.6,8,1,24.1,8,1,26.3,8,1,25.6,8,1,26.7,8,2,26.8,8,1,23.6,8,1
Aug-08,21.2,8,1,22.2,8,1,23.6,8,1,23.9,8,1,18.8,8,1,18.7,8,1,25,8,1,23.6,8,1,25.8,8,1,25.4,8,1,26.2,8,2,26.4,8,1,23.2,8,1
Sep-08,17.5,8,1,18.7,8,1,20.3,8,1,20.4,8,1,15.5,8,1,15.2,8,1,22,8,1,20.2,8,1,22.9,8,1,22.4,8,1,23.3,8,2,23.7,8,1,19.7,8,1
Oct-08,11.9,8,1,13.2,8,1,14.4,8,1,14.4,8,1,10,8,1,9.4,8,1,16.4,8,1,14.5,8,1,17.6,8,1,17.1,8,1,18.1,8,2,18.1,8,1,14,8,1
Nov-08,4.7,8,1,6,8,1,7,8,1,7.3,8,1,3.6,5,1,3.1,8,1,9.5,8,1,7.9,8,1,10.7,8,1,10.4,8,1,11,8,2,11.3,8,1,7.5,8,1
Dec-08,1.3,5,1,2.3,5,1,3.5,5,1,3.4,8,1,-0.8,8,1,-0.5,5,1,5.6,8,1,3.8,8,1,6.9,8,1,6.7,8,1,7.1,8,2,7,8,1,3,8,1
Jan-09,-2.3,8,1,-1,8,1,0.5,8,1,0.8,8,1,-4.6,8,1,-4.2,8,1,3.1,8,1,1.6,8,1,4.3,8,1,4.3,8,1,4.7,8,2,4.8,8,1,1.2,8,1
Feb-09,-0.8,8,1,0.4,8,1,2.1,8,1,2.5,8,1,-1.9,8,1,-2,8,1,4.6,8,1,3.5,5,1,5.5,8,1,5.5,8,1,5.8,5,2,5.9,8,1,3.3,8,1
Mar-09,0.9,8,1,2.3,8,1,4.3,8,1,4.4,8,1,-0.5,8,1,-0.5,8,1,6.7,8,1,5,8,1,7.6,8,1,8,8,1,7.9,8,2,8.6,8,1,5.2,8,1
Apr-09,7.1,8,1,9,8,1,11.1,8,1,11,8,1,6.6,8,1,6.3,8,1,13.2,8,1,11.4,8,1,14.1,8,1,13.9,8,1,14.3,8,2,14.7,8,1,11.3,8,1
May-09,13.7,8,1,14.9,8,1,16.8,8,1,16.7,8,1,12.4,8,1,11.9,8,1,18.4,8,1,16.6,8,1,19.4,8,1,18.8,8,1,19.5,8,2,19.9,8,1,16.3,8,1
Jun-09,16.9,8,1,18,8,1,19.9,8,1,19.8,8,1,15,8,1,15,8,1,21.4,8,1,19.3,8,1,22.2,8,1,21.6,8,1,22.3,8,2,22.4,8,1,19.1,8,1
Jul-09,20.4,8,1,21.4,8,1,23.3,8,1,23.2,8,1,18.6,8,1,18.9,8,1,24.6,8,1,22.9,8,1,25.4,8,1,25,8,1,25.7,8,2,26.1,8,1,22.7,8,1
Aug-09,21.2,8,1,22.1,8,1,23.8,8,1,23.8,8,1,18.9,8,1,18.8,8,1,24.9,8,1,23.4,8,1,25.8,8,1,25.1,8,1,25.8,8,2,26.2,8,1,23,8,1
Sep-09,16.6,8,1,17.5,8,1,19.4,8,1,19.3,8,1,14.4,8,1,14.1,8,1,20.9,8,1,19,8,1,22,8,1,21.6,8,1,22.2,8,2,22.6,8,1,18.8,8,1
Oct-09,11.3,8,1,12.3,8,1,13.7,8,1,13.7,8,1,9.7,8,1,9.2,8,1,15.8,8,1,13.9,8,1,16.8,8,1,16.5,8,1,17,8,2,17.5,8,1,13.5,8,1
Nov-09,6.1,8,1,7.1,8,1,8.2,8,1,8.1,8,1,4.6,8,1,3.7,8,1,10.2,8,1,8.5,8,1,11.4,8,1,10.9,8,1,11.5,8,2,11.6,8,1,8,8,1
Dec-09,1,8,1,1.8,8,1,3.2,8,1,3.1,8,1,-1,8,1,-1.7,8,1,5.3,8,1,3.4,8,1,6.7,8,1,6.6,8,1,6.9,8,2,7,8,1,2.9,8,1
Jan-10,-2.3,8,1,-1,8,1,0.4,8,1,0.9,8,1,-3.7,8,1,-3.9,8,1,3,8,1,1.4,8,1,4.3,8,1,4.1,8,1,4.6,8,2,4.5,5,1,1.1,8,1
Feb-10,-1.1,8,1,0,8,1,0.9,5,1,1.9,8,1,-2.2,8,1,-2.4,8,1,4,8,1,2.3,8,1,4.8,8,1,4.4,8,1,5,8,2,4.9,8,1,2.1,8,1
Mar-10,1.1,8,1,2.2,8,1,4.3,8,1,4.5,8,1,0.2,8,1,-0.1,8,1,6.5,8,1,4,4,1,7.2,8,1,7.4,8,1,7.6,8,2,8,8,1,4.9,8,1
Apr-10,4.8,8,1,6.6,8,1,8.6,8,1,8.5,8,1,4,8,1,3.9,8,1,10.4,8,1,8.7,8,1,11.2,8,1,10.9,8,1,11.3,8,2,11.6,8,1,8.6,8,1
May-10,12,8,1,13.4,8,1,15.6,8,1,15.2,8,1,10.8,8,1,10.5,8,1,17.2,8,1,15.2,8,1,18.1,8,1,17.8,8,1,18.3,8,2,18.6,8,1,15.1,8,1
